scene,camera,profile,delta_psnr_vs_standard,delta_ssim_vs_standard,delta_lpips_vs_standard,guard_risky_gaussians,guard_repaired_gaussians,guard_dropped_gaussians,guard_quantized_non_psd_before,guard_final_non_psd,guard_raw_kvp,guard_final_kvp
drjohnson,21,eigen_floor,-0.0180511474609375,-0.0003456473350524,-0.0005630254745483,788,788,0,177,0,324593,324807
drjohnson,21,integer_pd,-0.0196723937988281,-0.0003172755241394,-0.0005559921264648,788,177,0,177,0,324593,324996
drjohnson,21,opacity_prune,-0.0180511474609375,-0.0003456473350524,-0.0005630254745483,788,0,788,177,0,324593,324794
drjohnson,21,no_guard,-0.0173530578613281,-0.0003618597984313,-0.0005845427513122,788,0,0,177,177,324593,324593
drjohnson,22,wide_control,0.0119895935058593,-6.645917892456055e-05,-0.0008058249950408,444,0,0,0,0,259227,259227
drjohnson,22,eigen_floor,0.025094985961914,-0.0003837347030639,-0.000754028558731,444,444,0,93,0,259227,257957
drjohnson,22,integer_pd,0.0257740020751953,-0.0003827810287475,-0.0007460117340087,444,93,0,93,0,259227,258458
drjohnson,22,opacity_prune,0.0223197937011718,-0.0003920793533325,-0.0007745623588562,444,0,444,93,0,259227,255576
drjohnson,22,no_guard,-0.0325965881347656,-5.960464477539063e-05,-0.0008958578109741,444,0,0,93,93,259227,259227
drjohnson,23,wide_control,0.0132160186767578,-6.526708602905273e-05,-0.0011904239654541,451,0,0,0,0,330624,330624
drjohnson,23,eigen_floor,-0.0203685760498046,-0.0001708269119262,-0.000999242067337,451,451,0,113,0,330624,328859
drjohnson,23,integer_pd,-0.0129013061523437,-0.0001662373542785,-0.0009987354278564,451,113,0,113,0,330624,328996
drjohnson,23,opacity_prune,-0.0208473205566406,-0.0001733303070068,-0.0009932518005371,451,0,451,113,0,330624,328779
drjohnson,23,no_guard,-0.049468994140625,-0.0006788969039916,-0.0010522603988647,451,0,0,113,113,330624,330624
drjohnson,24,wide_control,0.0066146850585937,-5.650520324707031e-05,-0.0012636482715606,702,0,0,0,0,363681,363681
drjohnson,24,eigen_floor,-0.166046142578125,0.00412517786026,-0.001234233379364,702,702,0,145,0,363681,363381
drjohnson,24,integer_pd,-0.1655693054199218,0.0041248202323913,-0.0012311041355133,702,145,0,145,0,363681,363435
drjohnson,24,opacity_prune,0.1144447326660156,0.0060762763023376,-0.0019512176513671,702,0,702,145,0,363681,358296
drjohnson,24,no_guard,-0.3808631896972656,-0.0016086101531982,-0.0009725987911224,702,0,0,145,145,363681,363681
drjohnson,25,wide_control,0.0002918243408203,-0.0001635551452636,-0.0005860924720764,438,0,0,0,0,380726,380726
drjohnson,25,eigen_floor,-0.0366115570068359,-0.001101791858673,-0.0003317594528198,438,438,0,112,0,380726,376940
drjohnson,25,integer_pd,-0.0359096527099609,-0.0011351704597473,-0.0003265142440795,438,112,0,112,0,380726,377064
drjohnson,25,opacity_prune,-0.0524272918701171,-0.0014129281044006,-0.0003338456153869,438,0,438,112,0,380726,375175
drjohnson,25,no_guard,-0.0359477996826171,-0.0011312365531921,-0.0003383159637451,438,0,0,112,112,380726,380726
drjohnson,26,wide_control,0.0078907012939453,0.0001680850982666,-0.0007606446743011,492,0,0,0,0,309793,309793
drjohnson,26,eigen_floor,-0.1587123870849609,-0.0009489059448242,-0.0004906952381134,492,492,0,120,0,309793,307115
drjohnson,26,integer_pd,-0.147317886352539,-0.0009586215019226,-0.0004632472991943,492,120,0,120,0,309793,307485
drjohnson,26,opacity_prune,-0.17193603515625,-0.0009490251541137,-0.0005397796630859,492,0,492,120,0,309793,305105
drjohnson,26,no_guard,-2.317384719848633,-0.0205841064453125,0.0159918069839477,492,0,0,120,120,309793,309793
drjohnson,27,wide_control,0.0377082824707031,-7.808208465576172e-06,-0.0013080537319183,741,0,0,0,0,338002,338002
drjohnson,27,eigen_floor,0.2027359008789062,0.0010022521018981,-0.0026629567146301,741,741,0,129,0,338002,334320
drjohnson,27,integer_pd,0.0209159851074218,0.0005348324775695,-0.0018866956233978,741,129,0,129,0,338002,336253
drjohnson,27,opacity_prune,0.1836490631103515,0.001079499721527,-0.0029564201831817,741,0,741,129,0,338002,328072
drjohnson,27,no_guard,-2.165687561035156,-0.0087584257125854,0.0126997530460357,741,0,0,129,129,338002,338002
drjohnson,28,wide_control,-0.0052947998046875,-0.0002522468566894,-0.000447392463684,485,0,0,0,0,631568,631568
drjohnson,28,eigen_floor,-0.007211685180664,-0.0004491209983825,-0.0001257956027984,485,485,0,90,0,631568,629488
drjohnson,28,integer_pd,0.00592041015625,-0.0013966560363769,-9.101629257202148e-05,485,90,0,90,0,631568,631159
drjohnson,28,opacity_prune,-0.1193904876708984,-0.0099397301673889,-0.0007670223712921,485,0,485,90,0,631568,620173
drjohnson,28,no_guard,-0.0271205902099609,-0.0004135370254516,-0.0002301931381225,485,0,0,90,90,631568,631568
drjohnson,29,wide_control,-0.011636734008789,-0.0002776980400085,-0.0006425082683563,258,0,0,0,0,725707,725707
drjohnson,29,eigen_floor,0.0612869262695312,-0.0003097653388977,-0.0013616681098937,258,258,0,70,0,725707,725271
drjohnson,29,integer_pd,0.0612869262695312,-0.0003097653388977,-0.0013616681098937,258,70,0,70,0,725707,725271
drjohnson,29,opacity_prune,0.0955734252929687,-0.0002693533897399,-0.0018147081136703,258,0,258,70,0,725707,724267
drjohnson,29,no_guard,0.0597457885742187,-0.0003120303153991,-0.0013623982667922,258,0,0,70,70,725707,725707
drjohnson,30,wide_control,-0.0081939697265625,-0.0003686547279357,-0.0006665587425231,331,0,0,0,0,563297,563297
drjohnson,30,eigen_floor,-0.016448974609375,-0.0005308985710144,-0.0005078911781311,331,331,0,66,0,563297,563299
drjohnson,30,integer_pd,-0.016448974609375,-0.0005308985710144,-0.0005078911781311,331,66,0,66,0,563297,563299
drjohnson,30,opacity_prune,-0.016448974609375,-0.0005308985710144,-0.0005078911781311,331,0,331,66,0,563297,563299
drjohnson,30,no_guard,-0.0167369842529296,-0.0005342364311218,-0.0004942119121551,331,0,0,66,66,563297,563297
drjohnson,31,wide_control,0.0038375854492187,-0.0001925230026245,-0.0002908855676651,964,0,0,0,0,388118,388118
drjohnson,31,eigen_floor,-0.0051860809326171,-0.0009565353393554,-9.208917617797852e-05,964,964,0,205,0,388118,387821
drjohnson,31,integer_pd,-0.0051860809326171,-0.0009565353393554,-9.208917617797852e-05,964,205,0,205,0,388118,387821
drjohnson,31,opacity_prune,-0.0071010589599609,-0.000967800617218,-9.673833847045898e-05,964,0,964,205,0,388118,387461
drjohnson,31,no_guard,-0.0069732666015625,-0.0004793405532836,-0.0002481937408447,964,0,0,205,205,388118,388118
drjohnson,32,wide_control,-0.0094413757324218,-0.0003947615623474,-0.0003648996353149,1082,0,0,0,0,497678,497678
drjohnson,32,eigen_floor,0.0424365997314453,0.0004907846450805,-0.0003741383552551,1082,1082,0,228,0,497678,498024
drjohnson,32,integer_pd,0.0627059936523437,0.0006723403930664,-0.0004827380180358,1082,228,0,228,0,497678,498747
drjohnson,32,opacity_prune,0.0098609924316406,-0.0010782480239868,-0.0001183748245239,1082,0,1082,228,0,497678,495726
drjohnson,32,no_guard,0.0416412353515625,0.0004913210868835,-0.0003630220890045,1082,0,0,228,228,497678,497678
garden,1,wide_control,-0.0080127716064453,-0.0002191066741943,-0.0003853738307952,851,0,0,1,1,1085226,1085226
garden,1,eigen_floor,-0.0117874145507812,-0.0005528330802917,-8.474290370941162e-05,851,851,0,236,0,1085226,1085428
garden,1,integer_pd,-0.0117874145507812,-0.0005528330802917,-8.474290370941162e-05,851,236,0,236,0,1085226,1085428
garden,1,opacity_prune,-0.0117874145507812,-0.0005528330802917,-8.474290370941162e-05,851,0,851,236,0,1085226,1085428
garden,1,no_guard,-0.0125751495361328,-0.0005532503128051,-8.043646812438965e-05,851,0,0,236,236,1085226,1085226
garden,2,wide_control,-0.01568603515625,-0.0002114176750183,-0.0003850162029266,853,0,0,1,1,1059252,1059252
garden,2,eigen_floor,-0.0259246826171875,-0.0005890727043151,-0.000157281756401,853,853,0,214,0,1059252,1055925
garden,2,integer_pd,-0.0265312194824218,-0.0005884766578674,-0.0001566261053085,853,214,0,214,0,1059252,1057081
garden,2,opacity_prune,-0.0259246826171875,-0.0005890727043151,-0.000157281756401,853,0,853,214,0,1059252,1055925
garden,2,no_guard,-0.3637275695800781,-0.00156170129776,0.0005824118852615,853,0,0,214,214,1059252,1059252
garden,3,wide_control,-0.0091285705566406,-0.0002209544181823,-0.0004091411828994,823,0,0,2,2,1046398,1046398
garden,3,eigen_floor,-0.0288200378417968,-0.0003848075866699,1.5944242477416992e-05,823,823,0,219,0,1046398,1045594
garden,3,integer_pd,-0.0288200378417968,-0.0003848075866699,1.5944242477416992e-05,823,219,0,219,0,1046398,1045594
garden,3,opacity_prune,-0.0428352355957031,-0.0004547834396362,3.471970558166504e-05,823,0,823,219,0,1046398,1043403
garden,3,no_guard,-0.0322456359863281,-0.0003893971443176,4.336237907409668e-06,823,0,0,219,219,1046398,1046398
garden,4,wide_control,-0.0062999725341796,-0.0002443790435791,-0.0003670156002044,723,0,0,0,0,1028180,1028180
garden,4,eigen_floor,-0.0127983093261718,-0.0007511973381042,-1.3053417205810549e-05,723,723,0,188,0,1028180,1028725
garden,4,integer_pd,-0.0147933959960937,-0.0007981061935424,-1.2934207916259766e-05,723,188,0,188,0,1028180,1029871
garden,4,opacity_prune,-0.008087158203125,-0.0006338953971862,-5.939602851867676e-05,723,0,723,188,0,1028180,1027154
garden,4,no_guard,-0.0137863159179687,-0.0007398128509521,-4.0650367736816406e-05,723,0,0,188,188,1028180,1028180
garden,5,wide_control,-0.0118522644042968,-0.0002458691596984,-0.0003362149000167,778,0,0,1,1,1068878,1068878
garden,5,eigen_floor,-0.0416278839111328,-0.0007299184799194,0.0001283138990402,778,778,0,233,0,1068878,1068214
garden,5,integer_pd,-0.0379714965820312,-0.0007209181785583,0.0001274794340133,778,233,0,233,0,1068878,1068238
garden,5,opacity_prune,-0.0430488586425781,-0.0007327198982238,0.000125840306282,778,0,778,233,0,1068878,1068101
garden,5,no_guard,-0.0611743927001953,-0.0009532570838928,0.0001962780952453,778,0,0,233,233,1068878,1068878
garden,6,wide_control,-0.0177211761474609,-0.0002726912498474,-0.0004643946886062,1102,0,0,3,3,1037515,1037515
garden,6,eigen_floor,-0.0450248718261718,-0.0007080435752868,9.796023368835448e-05,1102,1102,0,280,0,1037515,1036930
garden,6,integer_pd,-0.04400634765625,-0.0007060170173645,9.879469871520996e-05,1102,280,0,280,0,1037515,1036962
garden,6,opacity_prune,-0.0520687103271484,-0.0007279515266418,6.541609764099121e-05,1102,0,1102,280,0,1037515,1035893
garden,6,no_guard,-0.0442085266113281,-0.0007146596908569,7.06017017364502e-05,1102,0,0,280,280,1037515,1037515
garden,7,wide_control,-0.0192718505859375,-0.000322937965393,-0.0003921836614608,998,0,0,3,3,1008933,1008933
garden,7,eigen_floor,-0.0380401611328125,-0.0008444190025329,-1.7911195755004883e-05,998,998,0,304,0,1008933,1008337
garden,7,integer_pd,-0.0296440124511718,-0.0008035898208618,8.940696716308595e-08,998,304,0,304,0,1008933,1009427
garden,7,opacity_prune,-0.0380401611328125,-0.0008444190025329,-1.7911195755004883e-05,998,0,998,304,0,1008933,1008337
garden,7,no_guard,-0.0099086761474609,-0.0005608797073364,-0.0001245737075805,998,0,0,304,304,1008933,1008933
garden,8,wide_control,-0.0125236511230468,-0.0002689957618713,-0.0003788918256759,1106,0,0,2,2,1043917,1043917
garden,8,eigen_floor,-0.0242519378662109,-0.0006301403045654,-0.0001415461301803,1106,1106,0,317,0,1043917,1043653
garden,8,integer_pd,-0.0242519378662109,-0.0006301403045654,-0.0001415461301803,1106,317,0,317,0,1043917,1043653
garden,8,opacity_prune,-0.0242519378662109,-0.0006301403045654,-0.0001415461301803,1106,0,1106,317,0,1043917,1043653
garden,8,no_guard,-0.1309776306152343,-0.0014070868492126,-5.1647424697875977e-05,1106,0,0,317,317,1043917,1043917
garden,9,wide_control,0.0488491058349609,-7.31348991394043e-05,-0.0007997453212738,821,0,0,3,3,1044120,1044120
garden,9,eigen_floor,0.0380535125732421,-0.0004578828811645,-0.0005188882350921,821,821,0,227,0,1044120,1037626
garden,9,integer_pd,0.0380535125732421,-0.0004578828811645,-0.0005188882350921,821,227,0,227,0,1044120,1037626
garden,9,opacity_prune,0.0380077362060546,-0.0004571676254272,-0.0005188882350921,821,0,821,227,0,1044120,1037605
garden,9,no_guard,-1.526020050048828,-0.0097978711128234,0.0071708410978317,821,0,0,227,227,1044120,1044120
garden,10,wide_control,-0.011301040649414,-0.0002171397209167,-0.000346690416336,891,0,0,1,1,1003373,1003373
garden,10,eigen_floor,-0.0180282592773437,-0.0006484985351562,-0.0001632720232009,891,891,0,222,0,1003373,1003174
garden,10,integer_pd,-0.0179100036621093,-0.0006502866744995,-0.0001568347215652,891,222,0,222,0,1003373,1003332
garden,10,opacity_prune,-0.0345935821533203,-0.0007067918777465,-0.0001354664564132,891,0,891,222,0,1003373,1002807
garden,10,no_guard,0.0014762878417968,-0.0006464719772338,-0.0001545846462249,891,0,0,222,222,1003373,1003373
garden,11,wide_control,-0.0071353912353515,-0.0002152919769287,-0.0003665089607238,1054,0,0,1,1,1005101,1005101
garden,11,eigen_floor,-0.0155277252197265,-0.0004976987838745,-9.72449779510498e-05,1054,1054,0,328,0,1005101,1004932
garden,11,integer_pd,-0.1861724853515625,-0.0009626746177673,-8.049607276916504e-05,1054,328,0,328,0,1005101,1006024
garden,11,opacity_prune,-0.1420135498046875,-0.000697374343872,-1.5616416931152344e-05,1054,0,1054,328,0,1005101,1003345
garden,11,no_guard,-0.0595703125,-0.0006824135780334,-8.521974086761475e-05,1054,0,0,328,328,1005101,1005101
garden,12,wide_control,-0.0107173919677734,-0.0002437233924865,-0.0004692077636718,748,0,0,0,0,1024070,1024070
garden,12,eigen_floor,-0.0370616912841796,-0.0006530284881591,-0.0001183897256851,748,748,0,209,0,1024070,1023492
garden,12,integer_pd,-0.0208854675292968,-0.0006315112113952,-0.000122383236885,748,209,0,209,0,1024070,1024528
garden,12,opacity_prune,-0.0400543212890625,-0.0006755590438842,-0.0001165121793746,748,0,748,209,0,1024070,1023329
garden,12,no_guard,-0.0352668762207031,-0.0006382465362548,-0.000121921300888,748,0,0,209,209,1024070,1024070
garden,13,wide_control,-0.011941909790039,-0.0002472400665283,-0.0004036724567413,969,0,0,1,1,1007257,1007257
garden,13,eigen_floor,-0.0257930755615234,-0.000762403011322,0.0001957863569259,969,969,0,281,0,1007257,1006290
garden,13,integer_pd,-0.0257930755615234,-0.000762403011322,0.0001957863569259,969,281,0,281,0,1007257,1006290
garden,13,opacity_prune,-0.0257930755615234,-0.000762403011322,0.0001957863569259,969,0,969,281,0,1007257,1006290
garden,13,no_guard,-0.0303783416748046,-0.00080007314682,0.000234231352806,969,0,0,281,281,1007257,1007257
garden,14,wide_control,-0.0111923217773437,-0.0002745985984802,-0.0006332248449325,1221,0,0,0,0,990067,990067
garden,14,eigen_floor,-0.016855239868164,-0.0006758570671081,-5.778670310974121e-05,1221,1221,0,338,0,990067,988433
garden,14,integer_pd,-0.0706405639648437,-0.0007811188697814,6.157159805297852e-05,1221,338,0,338,0,990067,990065
garden,14,opacity_prune,-0.0189399719238281,-0.0006782412528991,-5.361437797546387e-05,1221,0,1221,338,0,990067,988160
garden,14,no_guard,-0.3355598449707031,-0.0018722414970397,0.0002624690532684,1221,0,0,338,338,990067,990067
garden,15,wide_control,-0.0121345520019531,-0.0002283453941345,-0.0005885809659957,1041,0,0,1,1,1002557,1002557
garden,15,eigen_floor,-0.0194950103759765,-0.0005478858947753,-0.0001865774393081,1041,1041,0,266,0,1002557,1002233
garden,15,integer_pd,-0.0269927978515625,-0.000575840473175,-0.0001276135444641,1041,266,0,266,0,1002557,1003634
garden,15,opacity_prune,-0.0523319244384765,-0.000697910785675,-0.0001538693904876,1041,0,1041,266,0,1002557,1000637
garden,15,no_guard,-0.0194549560546875,-0.0005469322204589,-0.0001848936080932,1041,0,0,266,266,1002557,1002557
garden,16,wide_control,-0.011789321899414,-0.0002670288085937,-0.0004884153604507,792,0,0,0,0,968141,968141
garden,16,eigen_floor,-0.0060195922851562,-0.0006014108657836,3.166496753692627e-05,792,792,0,220,0,968141,967895
garden,16,integer_pd,-0.0060195922851562,-0.0006014108657836,3.166496753692627e-05,792,220,0,220,0,968141,967895
garden,16,opacity_prune,-0.0060558319091796,-0.0006014108657836,3.196299076080322e-05,792,0,792,220,0,968141,967626
garden,16,no_guard,-0.0004825592041015,-0.0005253553390502,9.807944297790527e-05,792,0,0,220,220,968141,968141
garden,17,wide_control,-0.0187625885009765,-0.0002195835113525,-0.0004955232143402,972,0,0,3,3,959356,959356
garden,17,eigen_floor,-0.0306911468505859,-0.0006710886955261,-8.498132228851318e-05,972,972,0,262,0,959356,959497
garden,17,integer_pd,-0.0306911468505859,-0.0006710886955261,-8.498132228851318e-05,972,262,0,262,0,959356,959497
garden,17,opacity_prune,-0.0542125701904296,-0.0007004141807556,-8.000433444976807e-05,972,0,972,262,0,959356,959125
garden,17,no_guard,-0.5818405151367188,-0.001986026763916,0.000805377960205,972,0,0,262,262,959356,959356
garden,18,wide_control,-0.0486984252929687,-0.0002793669700622,-0.000456765294075,911,0,0,1,1,982204,982204
garden,18,eigen_floor,0.4886245727539062,6.377696990966797e-05,-0.0004383921623229,911,911,0,263,0,982204,978919
garden,18,integer_pd,0.4887619018554687,-4.023313522338867e-05,-0.0001463443040847,911,263,0,263,0,982204,980793
garden,18,opacity_prune,0.6581249237060547,0.000213086605072,-0.0005092024803161,911,0,911,263,0,982204,974317
garden,18,no_guard,-2.367189407348633,-0.0049668550491333,0.0012825280427932,911,0,0,263,263,982204,982204
garden,19,wide_control,-0.0144691467285156,-0.0002269744873046,-0.0007077157497406,1186,0,0,2,2,1004361,1004361
garden,19,eigen_floor,0.0636005401611328,-0.0004878640174865,-0.0002373456954956,1186,1186,0,341,0,1004361,1001294
garden,19,integer_pd,0.084808349609375,-0.0005612969398498,-0.0003063976764678,1186,341,0,341,0,1004361,1002408
garden,19,opacity_prune,0.191293716430664,-0.0002790093421936,-0.0002492666244506,1186,0,1186,341,0,1004361,998146
garden,19,no_guard,-0.1745109558105468,-0.001570701599121,9.784102439880372e-05,1186,0,0,341,341,1004361,1004361
garden,20,wide_control,0.0397510528564453,-0.00021493434906,-0.0003057867288589,919,0,0,2,2,983802,983802
garden,20,eigen_floor,0.0950565338134765,-0.00074964761734,0.0002908408641815,919,919,0,251,0,983802,980537
garden,20,integer_pd,-1.0726432800292969,-0.0019116997718811,0.0004486888647079,919,251,0,251,0,983802,982633
garden,20,opacity_prune,0.0950565338134765,-0.00074964761734,0.0002908408641815,919,0,919,251,0,983802,980537
garden,20,no_guard,0.0944232940673828,-0.0008098483085632,0.0003062337636947,919,0,0,251,251,983802,983802
garden,21,wide_control,-0.0112724304199218,-0.000279426574707,-0.0006051063537597,844,0,0,1,1,936584,936584
garden,21,eigen_floor,-0.0286369323730468,-0.0006855726242065,-3.342330455780029e-05,844,844,0,216,0,936584,936105
garden,21,integer_pd,-0.0345420837402343,-0.000667929649353,-6.748735904693604e-05,844,216,0,216,0,936584,937396
garden,21,opacity_prune,-0.0312690734863281,-0.0006969571113586,-2.8267502784729004e-05,844,0,844,216,0,936584,935747
garden,21,no_guard,-0.2494621276855468,-0.0013222098350524,0.0003982782363891,844,0,0,216,216,936584,936584
garden,22,wide_control,-0.9126091003417968,-0.0016179084777832,-0.0002101957798004,978,0,0,1,1,979374,979374
garden,22,eigen_floor,0.1077518463134765,-0.0004488825798034,-0.0003426373004913,978,978,0,286,0,979374,967892
garden,22,integer_pd,0.06512451171875,-0.000603437423706,-0.0003498494625091,978,286,0,286,0,979374,968873
garden,22,opacity_prune,0.10284423828125,-0.0004583001136779,-0.0003533363342285,978,0,978,286,0,979374,967024
garden,22,no_guard,-4.623439788818359,-0.01518315076828,0.0049040019512176,978,0,0,286,286,979374,979374
garden,23,wide_control,-0.0525112152099609,-0.0007298588752746,-0.0004256665706634,702,0,0,2,2,967621,967621
garden,23,eigen_floor,-0.0678520202636718,-0.0012720823287963,0.0001768916845321,702,702,0,222,0,967621,959541
garden,23,integer_pd,-0.0678520202636718,-0.0012720823287963,0.0001768916845321,702,222,0,222,0,967621,959541
garden,23,opacity_prune,-0.0678520202636718,-0.0012720823287963,0.0001768916845321,702,0,702,222,0,967621,959541
garden,23,no_guard,-0.1486320495605468,-0.0023133754730224,0.0017615407705307,702,0,0,222,222,967621,967621
hotdog,1,wide_control,-0.0009613037109375,-5.0008296966552734e-05,-8.364394307136536e-05,0,0,0,0,0,99832,99832
